ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Year,Month,Month Name,Day,Customer_Date
6233,1976,Graduation,Married,65991,0,1,7/9/2012 0:00,21,507,19,364,25,47,9,3,9,5,10,7,2012,7,July,9,7/9/2012
3225,1984,Master,Married,42207,1,0,1/4/2013 0:00,71,116,11,72,3,17,46,4,4,1,5,6,2013,1,January,4,1/4/2013
1992,1964,Graduation,Married,60597,0,1,1/1/2014 0:00,2,522,0,257,32,16,66,4,2,2,8,7,2014,1,January,1,1/1/2014
2416,1969,PhD,Single,66582,0,0,3/3/2014 0:00,83,789,25,420,16,38,0,1,2,8,9,1,2014,3,March,3,3/3/2014
9697,1951,Graduation,Married,53790,0,2,6/3/2014 0:00,86,335,42,127,28,5,5,3,7,2,8,6,2014,6,June,3,6/3/2014
1581,1980,Graduation,Married,37406,1,0,10/10/2013 0:00,18,2,0,8,2,2,3,1,1,0,2,8,2013,10,October,10,10/10/2013
564,1981,PhD,Married,56937,1,0,4/8/2012 0:00,81,746,8,125,11,8,8,7,8,6,9,6,2012,4,April,8,4/8/2012
6619,1978,Graduation,Married,38415,1,1,2/1/2013 0:00,91,22,1,13,4,0,4,2,1,0,3,7,2013,2,February,1,2/1/2013
916,1972,PhD,Single,41644,1,1,9/5/2014 0:00,67,20,3,4,2,0,2,2,1,0,3,3,2014,9,September,5,9/5/2014
5154,1972,Master,Divorced,37760,1,0,11/8/2013 0:00,54,26,3,13,2,10,0,1,2,0,3,6,2013,11,November,8,11/8/2013
9286,1960,Master,Married,83151,0,0,10/10/2012 0:00,93,407,28,100,120,74,18,1,5,9,4,3,2012,10,October,10,10/10/2012
22,1976,Graduation,Divorced,46310,1,0,3/12/2012 0:00,99,185,2,88,15,5,14,2,6,1,5,8,2012,3,March,12,3/12/2012
9426,1964,Master,Single,58308,0,1,12/1/2013 0:00,77,691,0,69,10,0,130,4,2,6,3,8,2013,12,December,1,12/1/2013
8737,1978,Graduation,Divorced,55563,0,1,5/4/2014 0:00,22,29,1,9,2,0,2,1,2,0,3,3,2014,5,May,4,5/4/2014
466,1944,Graduation,Married,65275,0,0,3/4/2013 0:00,9,388,14,218,91,14,21,1,4,3,13,2,2013,3,March,4,3/4/2013
9135,1950,Graduation,Married,27203,1,1,6/8/2012 0:00,92,13,2,21,4,0,24,2,1,1,2,8,2012,6,June,8,6/8/2012
4945,1953,Graduation,Widow,53653,0,0,7/11/2012 0:00,29,815,10,239,28,10,108,2,10,4,12,6,2012,7,July,11,7/11/2012
10584,1976,Graduation,Married,65665,0,1,2/12/2013 0:00,77,225,162,387,106,36,29,1,5,10,8,3,2013,2,February,12,2/12/2013
182,1946,PhD,Married,44124,0,1,11/5/2013 0:00,62,284,0,55,0,6,52,4,6,2,5,8,2013,11,November,5,11/5/2013
11025,1961,Graduation,Married,36443,1,1,3/2/2013 0:00,9,65,0,46,4,3,20,4,3,1,3,8,2013,3,March,2,3/2/2013
3711,1944,Master,Married,80184,0,0,1/3/2014 0:00,19,1035,134,670,25,38,0,1,6,3,10,3,2014,1,January,3,1/3/2014
2532,1987,Master,Single,73454,0,0,1/3/2014 0:00,95,982,73,351,56,14,175,1,2,4,6,5,2014,1,January,3,1/3/2014
35,1987,Graduation,Married,25545,1,0,8/9/2012 0:00,35,32,1,64,16,12,85,3,2,2,3,6,2012,8,August,9,8/9/2012
2258,1986,Graduation,Married,32880,1,0,4/12/2012 0:00,76,8,4,15,7,6,2,1,1,0,3,8,2012,4,April,12,4/12/2012
713,1977,Master,Married,50353,0,0,8/6/2014 0:00,72,141,15,153,67,31,35,1,4,4,6,3,2014,8,August,6,8/6/2014
4702,1964,Graduation,Single,61839,0,0,12/8/2012 0:00,20,1000,155,379,224,17,120,1,4,8,4,8,2012,12,December,8,12/8/2012
3281,1960,PhD,Married,49154,1,1,3/11/2013 0:00,69,206,10,67,30,27,71,6,4,1,8,6,2013,3,March,11,3/11/2013
10741,1951,Master,Married,47352,0,1,11/4/2013 0:00,70,172,12,112,8,0,15,4,6,1,5,7,2013,11,November,4,11/4/2013
11096,1952,Second cycle degree,Married,57247,0,1,8/8/2013 0:00,50,99,4,32,37,54,6,2,2,1,7,2,2013,8,August,8,8/8/2013
3665,1977,Second cycle degree,Married,25315,1,0,7/11/2013 0:00,46,1,9,8,11,3,22,3,3,0,3,8,2013,7,July,11,7/11/2013
10591,1969,Graduation,Widow,43638,0,1,6/8/2012 0:00,37,63,10,83,7,19,19,2,4,1,4,7,2012,6,June,8,6/8/2012
5547,1982,PhD,Married,84169,0,0,7/8/2013 0:00,9,1478,19,403,0,19,0,1,7,6,6,3,2013,7,July,8,7/8/2013
7822,1976,Graduation,Married,54058,0,1,4/6/2013 0:00,56,198,18,252,32,108,54,2,4,6,8,3,2013,4,April,6,4/6/2013
8541,1990,Second cycle degree,Married,24683,1,0,8/3/2014 0:00,98,8,4,10,6,7,6,2,2,0,4,5,2014,8,August,3,8/3/2014
10955,1964,Graduation,Widow,85620,0,0,7/1/2014 0:00,68,416,46,925,60,107,46,1,3,6,4,1,2014,7,July,1,7/1/2014
4368,1980,Graduation,Married,47850,1,0,3/12/2013 0:00,72,42,7,43,20,12,10,1,3,0,4,6,2013,3,March,12,3/12/2013
5371,1989,Graduation,Single,21474,1,0,8/4/2014 0:00,0,6,16,24,11,0,34,2,3,1,2,7,2014,8,August,4,8/4/2014
9240,1971,PhD,Single,60504,0,1,7/2/2014 0:00,73,458,0,24,6,4,34,2,6,2,8,6,2014,7,July,2,7/2/2014
9504,1949,Master,Married,81698,0,0,6/11/2013 0:00,4,179,28,520,111,123,47,1,3,8,13,1,2013,6,June,11,6/11/2013
8692,1952,Graduation,Married,43462,1,1,12/9/2012 0:00,50,90,17,97,15,6,15,6,4,1,5,8,2012,12,December,9,12/9/2012
448,1978,PhD,Single,54880,1,0,1/3/2013 0:00,57,308,85,137,102,45,118,2,6,2,11,5,2013,1,January,3,1/3/2013
8314,1982,Graduation,Married,79908,0,0,5/4/2013 0:00,30,557,129,761,29,185,111,1,5,6,7,2,2013,5,May,4,5/4/2013
8420,1970,Second cycle degree,Married,15315,0,0,3/8/2013 0:00,27,7,4,13,15,8,17,2,2,0,4,5,2013,3,March,8,3/8/2013
7685,1978,Graduation,Married,33039,1,0,9/9/2013 0:00,4,30,8,12,8,8,12,1,2,0,4,5,2013,9,September,9,9/9/2013
10232,1963,PhD,Divorced,48799,0,1,5/11/2013 0:00,9,174,18,81,28,6,24,3,3,2,7,3,2013,5,May,11,5/11/2013
4184,1950,PhD,Married,52157,0,1,7/6/2014 0:00,48,189,2,29,3,2,40,2,3,2,5,4,2014,7,July,6,7/6/2014
9120,1962,Graduation,Single,66565,0,1,5/12/2012 0:00,80,747,10,161,65,40,42,4,4,2,9,8,2012,5,May,12,5/12/2012
891,1951,Master,Married,29298,1,1,7/9/2013 0:00,60,6,0,2,2,0,1,1,1,0,2,5,2013,7,July,9,7/9/2013
10381,1979,Graduation,Single,47691,0,1,5/7/2013 0:00,43,14,0,3,0,0,4,1,1,0,2,6,2013,5,May,7,5/7/2013
3525,1970,Graduation,Married,38200,1,1,7/12/2012 0:00,19,12,0,4,0,0,1,1,1,0,2,7,2012,7,July,12,7/12/2012
6818,1974,Graduation,Married,44989,0,1,12/9/2012 0:00,26,98,0,106,49,10,106,5,5,1,5,6,2012,12,December,9,12/9/2012
1029,1970,PhD,Married,64413,0,1,1/8/2013 0:00,27,200,5,44,0,10,20,1,5,1,5,5,2013,1,January,8,1/8/2013
7369,1981,Master,Married,36959,1,0,2/10/2013 0:00,56,25,6,25,6,0,0,2,2,0,3,8,2013,2,February,10,2/10/2013
8159,1968,Graduation,Married,51287,1,1,1/4/2014 0:00,10,117,0,22,13,0,30,3,4,1,3,7,2014,1,January,4,1/4/2014
5253,1956,Master,Married,54603,1,1,9/7/2013 0:00,85,145,13,46,17,2,4,6,4,2,4,7,2013,9,September,7,9/7/2013
5966,1974,PhD,Married,45207,1,1,10/11/2012 0:00,64,203,0,10,0,0,2,5,3,1,6,6,2012,10,October,11,10/11/2012
5756,1983,Graduation,Married,39453,1,0,3/4/2014 0:00,64,46,0,7,0,0,2,2,2,0,3,6,2014,3,March,4,3/4/2014
3710,1984,PhD,Single,39684,1,0,12/10/2012 0:00,41,19,0,35,6,4,17,2,2,1,2,7,2012,12,December,10,12/10/2012
7627,1975,Master,Married,92163,0,0,12/12/2012 0:00,25,817,183,797,106,163,20,0,5,11,5,2,2012,12,December,12,12/12/2012
4501,1965,Master,Single,69882,0,0,10/11/2013 0:00,94,292,127,635,132,127,165,1,3,7,9,1,2013,10,October,11,10/11/2013
3075,1972,PhD,Married,59973,0,0,11/9/2013 0:00,47,130,30,168,20,34,0,1,3,4,7,1,2013,11,November,9,11/9/2013
6919,1978,Second cycle degree,Married,26224,1,0,4/6/2013 0:00,39,4,7,15,13,9,15,3,2,1,3,6,2013,4,April,6,4/6/2013
895,1948,PhD,Married,61467,0,2,9/12/2012 0:00,69,410,16,114,0,5,49,3,5,2,10,5,2012,9,September,12,9/12/2012
7232,1973,Graduation,Widow,42429,0,1,11/2/2014 0:00,99,55,0,6,2,0,4,2,1,1,3,5,2014,11,November,2,11/2/2014
8477,1956,Graduation,Divorced,26150,2,1,11/3/2013 0:00,61,5,1,13,3,5,1,1,1,0,3,7,2013,11,November,3,11/3/2013
988,1965,Graduation,Married,81168,0,0,7/5/2014 0:00,84,410,0,592,147,22,22,1,6,4,7,3,2014,7,July,5,7/5/2014
6682,1973,Basic,Married,18978,1,0,11/12/2012 0:00,41,2,8,1,4,7,15,1,1,0,3,8,2012,11,November,12,11/12/2012
10299,1969,PhD,Single,48240,0,0,9/11/2012 0:00,73,389,91,248,64,49,41,3,6,3,13,5,2012,9,September,11,9/11/2012
8953,1965,Master,Single,35791,2,1,6/5/2013 0:00,94,27,0,5,0,0,3,2,1,0,3,8,2013,6,June,5,6/5/2013
1503,1976,PhD,Married,162397,1,1,3/6/2013 0:00,31,85,1,16,2,1,2,0,0,0,1,1,2013,3,March,6,3/6/2013
2782,1961,PhD,Married,54456,0,1,11/7/2013 0:00,23,352,0,27,10,0,15,3,6,1,7,6,2013,11,November,7,11/7/2013
10972,1949,Graduation,Widow,72298,0,0,10/3/2014 0:00,52,625,35,169,58,17,35,1,4,3,6,1,2014,10,October,3,10/3/2014
6583,1955,Second cycle degree,Married,72635,0,0,3/6/2013 0:00,54,390,22,323,104,35,107,1,6,8,6,3,2013,3,March,6,3/6/2013
10156,1975,Graduation,Single,84196,0,1,3/6/2013 0:00,56,215,63,507,231,31,190,1,8,4,7,3,2013,3,March,6,3/6/2013
3469,1977,PhD,Divorced,34487,1,1,6/9/2012 0:00,94,19,18,33,24,1,8,3,3,0,3,9,2012,6,June,9,6/9/2012
8461,1962,Graduation,Divorced,46102,2,1,10/3/2014 0:00,3,14,0,1,0,0,1,1,1,0,2,7,2014,10,October,3,10/3/2014
6945,1952,Graduation,Single,84574,0,0,4/6/2013 0:00,72,387,20,713,38,54,163,1,9,11,11,5,2013,4,April,6,4/6/2013
944,1962,Graduation,Married,56181,0,1,8/1/2013 0:00,6,121,103,69,8,44,48,1,4,2,7,4,2013,8,August,1,8/1/2013
701,1971,Graduation,Married,73691,0,1,6/11/2013 0:00,58,707,21,250,85,43,73,2,6,2,8,2,2013,6,June,11,6/11/2013
3856,1960,Graduation,Married,63381,0,1,5/10/2012 0:00,78,571,50,142,33,50,159,4,4,5,13,2,2012,5,May,10,5/10/2012
2942,1964,Graduation,Single,45906,0,1,7/5/2013 0:00,20,305,3,27,4,3,144,2,5,4,4,5,2013,7,July,5,7/5/2013
1173,1947,Master,Married,77632,0,0,10/3/2013 0:00,73,1200,105,758,0,42,147,1,4,2,6,2,2013,10,October,3,10/3/2013
6661,1974,Graduation,Married,67445,0,1,12/8/2012 0:00,63,757,80,217,29,80,11,5,9,6,12,6,2012,12,December,8,12/8/2012
3277,1955,Graduation,Divorced,49431,0,1,3/8/2012 0:00,9,219,3,100,26,0,17,2,7,1,5,8,2012,3,March,8,3/8/2012
5555,1975,Graduation,Divorced,153924,0,0,7/2/2014 0:00,81,1,1,1,1,1,1,0,0,0,0,0,2014,7,July,2,7/2/2014
2564,1953,Graduation,Married,61278,0,1,4/1/2014 0:00,87,111,3,28,2,6,15,2,3,1,4,6,2014,4,April,1,4/1/2014
55,1963,Graduation,Married,56253,0,1,7/12/2012 0:00,83,509,0,65,7,11,5,4,7,2,9,6,2012,7,July,12,7/12/2012
1777,1980,Basic,Married,25965,0,0,7/9/2012 0:00,29,2,2,11,41,7,11,1,2,0,3,8,2012,7,July,9,7/9/2012
8162,1956,Master,Married,14661,0,0,1/1/2013 0:00,88,4,1,11,6,2,2,1,1,0,3,6,2013,1,January,1,1/1/2013
11007,1968,PhD,Married,29187,1,0,9/5/2013 0:00,43,26,0,6,0,0,2,1,1,0,3,8,2013,9,September,5,9/5/2013
7426,1971,Second cycle degree,Married,54690,1,1,7/11/2013 0:00,76,111,16,37,7,9,18,3,3,1,5,3,2013,7,July,11,7/11/2013
10379,1962,Master,Single,59247,0,2,8/11/2013 0:00,87,327,9,122,19,14,83,5,5,2,9,6,2013,8,August,11,8/11/2013
9204,1970,Graduation,Widow,66731,0,1,12/9/2012 0:00,33,371,159,194,58,106,141,4,4,3,6,3,2012,12,December,9,12/9/2012
2920,1975,PhD,Single,52614,0,1,1/12/2012 0:00,63,789,0,142,12,9,38,2,2,4,8,8,2012,1,January,12,1/12/2012
9937,1979,Graduation,Single,70337,0,0,2/1/2014 0:00,75,187,81,149,25,43,91,1,2,2,12,1,2014,2,February,1,2/1/2014
10142,1976,PhD,Divorced,66476,0,1,7/3/2013 0:00,99,372,18,126,47,48,78,2,5,2,11,4,2013,7,July,3,7/3/2013
9826,1972,PhD,Single,86857,0,0,12/9/2012 0:00,96,899,102,838,133,102,40,1,5,6,10,2,2012,12,December,9,12/9/2012
1501,1982,PhD,Married,160803,0,0,4/8/2012 0:00,21,55,16,1622,17,3,4,15,0,28,1,0,2012,4,April,8,4/8/2012
7230,1960,PhD,Divorced,50611,0,1,4/10/2012 0:00,98,459,0,24,6,0,4,6,4,5,7,6,2012,4,April,10,4/10/2012
450,1958,Master,Married,42315,0,1,12/7/2013 0:00,90,67,15,80,17,11,80,3,1,4,4,3,2013,12,December,7,12/7/2013
9316,1952,Basic,Married,13084,0,0,2/11/2013 0:00,29,2,0,7,3,7,10,1,1,0,3,6,2013,2,February,11,2/11/2013
2868,1949,PhD,Single,26518,1,1,8/4/2013 0:00,33,20,1,28,3,3,2,3,2,0,3,8,2013,8,August,4,8/4/2013
10888,1961,Graduation,Single,45938,0,0,3/11/2013 0:00,46,273,11,178,62,83,29,2,8,4,6,6,2013,3,March,11,3/11/2013
1277,1960,Graduation,Married,78468,0,0,9/4/2014 0:00,29,434,22,388,104,22,34,1,10,7,10,4,2014,9,September,4,9/4/2014
10196,1978,Graduation,Married,71427,2,0,12/3/2014 0:00,26,212,123,177,15,64,23,2,8,2,8,4,2014,12,December,3,12/3/2014
6384,1978,Graduation,Divorced,71022,0,1,11/2/2014 0:00,30,909,12,278,0,12,242,3,5,2,11,8,2014,11,November,2,11/2/2014
6988,1986,Graduation,Married,71952,1,0,10/1/2013 0:00,93,656,80,455,52,107,93,2,8,4,8,4,2013,10,October,1,10/1/2013
6991,1951,Graduation,Divorced,43185,0,1,10/4/2013 0:00,88,537,6,42,16,6,30,2,9,3,6,8,2013,10,October,4,10/4/2013
4301,1971,Master,Married,35178,1,0,10/1/2013 0:00,10,23,1,13,2,2,18,1,1,1,2,7,2013,10,October,1,10/1/2013
1940,1986,Graduation,Married,25252,1,0,12/7/2013 0:00,26,1,3,4,2,2,6,1,1,0,2,8,2013,12,December,7,12/7/2013
6969,1982,Graduation,Married,50272,1,0,7/8/2013 0:00,75,99,13,66,43,8,4,3,4,1,5,7,2013,7,July,8,7/8/2013
10479,1975,PhD,Married,76618,0,0,7/12/2012 0:00,64,749,40,294,121,160,147,1,3,2,5,1,2012,7,July,12,7/12/2012
1715,1978,Graduation,Married,25851,1,0,11/2/2013 0:00,45,9,4,18,7,5,5,2,2,0,3,7,2013,11,November,2,11/2/2013
4990,1954,Graduation,Married,59111,0,0,2/5/2013 0:00,90,524,0,134,28,28,155,1,11,1,8,7,2013,2,February,5,2/5/2013
4692,1976,Graduation,Married,7500,1,0,1/8/2012 0:00,19,7,0,12,13,7,32,5,4,1,2,9,2012,1,January,8,1/8/2012
7212,1966,Graduation,Married,44794,0,1,8/6/2014 0:00,99,54,0,7,0,0,4,1,2,0,3,6,2014,8,August,6,8/6/2014
11171,1965,Master,Married,56962,2,1,11/10/2013 0:00,60,292,3,77,10,3,26,7,6,3,5,7,2013,11,November,10,11/10/2013
610,1953,PhD,Married,53593,1,1,7/8/2012 0:00,60,349,4,78,6,0,43,8,7,2,6,8,2012,7,July,8,7/8/2012
9384,1978,Graduation,Married,66373,1,1,12/6/2013 0:00,57,328,9,124,12,24,109,7,4,2,10,3,2013,12,December,6,12/6/2013
10430,1973,Graduation,Divorced,89694,1,1,9/10/2013 0:00,22,1126,28,211,37,28,42,3,4,3,4,5,2013,9,September,10,9/10/2013
6255,1952,Master,Married,70545,0,1,3/6/2014 0:00,29,138,39,63,55,18,21,1,4,1,7,2,2014,3,March,6,3/6/2014
5564,1969,Graduation,Married,62882,0,1,9/8/2012 0:00,26,509,133,497,78,24,97,2,7,5,6,4,2012,9,September,8,9/8/2012
7458,1956,Master,Married,34941,1,1,6/3/2013 0:00,26,39,2,25,4,3,24,2,3,0,3,8,2013,6,June,3,6/3/2013
5237,1950,PhD,Single,48767,1,2,1/1/2014 0:00,79,28,1,21,3,0,10,3,2,1,3,5,2014,1,January,1,1/1/2014
7761,1978,Second cycle degree,Married,38702,1,0,1/8/2013 0:00,71,13,11,24,13,8,40,2,3,0,4,6,2013,1,January,8,1/8/2013
3560,1952,Graduation,Married,83844,0,0,12/5/2013 0:00,57,901,31,345,75,31,191,1,4,4,11,1,2013,12,December,5,12/5/2013
7235,1975,Second cycle degree,Married,17003,1,0,9/12/2013 0:00,37,2,5,12,4,8,7,3,2,0,4,5,2013,9,September,12,9/12/2013
10548,1995,Graduation,Single,71163,0,0,9/3/2014 0:00,30,283,17,372,138,106,44,1,3,8,12,1,2014,9,September,3,9/3/2014
7938,1958,PhD,Married,51518,0,1,3/10/2013 0:00,92,350,8,66,17,4,4,2,3,2,10,3,2013,3,March,10,3/10/2013
7723,1979,Graduation,Married,75507,0,0,2/5/2014 0:00,56,709,93,374,104,80,80,1,8,6,6,3,2014,2,February,5,2/5/2014
3870,1978,Second cycle degree,Married,63855,0,0,9/2/2013 0:00,28,359,35,314,93,116,89,1,7,3,13,4,2013,9,September,2,9/2/2013
4012,1972,PhD,Married,62220,0,1,11/8/2012 0:00,55,799,12,375,16,12,12,5,7,6,5,6,2012,11,November,8,11/8/2012
6488,1959,PhD,Married,38829,0,1,6/4/2014 0:00,86,76,0,7,0,0,16,1,3,2,2,5,2014,6,June,4,6/4/2014
10270,1981,Second cycle degree,Married,35523,1,0,3/10/2013 0:00,8,11,5,22,12,5,11,2,3,0,3,7,2013,3,March,10,3/10/2013
7573,1978,PhD,Single,31626,1,0,10/5/2013 0:00,12,39,1,9,2,1,34,1,2,1,2,7,2013,10,October,5,10/5/2013
5331,1977,Graduation,Married,74985,0,0,11/9/2012 0:00,8,587,51,898,247,0,86,1,3,6,7,2,2012,11,November,9,11/9/2012
1911,1987,Graduation,Married,67430,0,0,5/9/2012 0:00,6,595,97,291,127,133,121,1,11,5,12,6,2012,5,May,9,5/9/2012
20,1965,Second cycle degree,Married,46891,0,1,1/9/2013 0:00,91,43,12,23,29,15,61,1,2,1,4,4,2013,1,January,9,1/9/2013
10582,1979,Graduation,Married,72063,0,1,3/7/2013 0:00,3,180,32,348,76,32,90,2,5,2,12,2,2013,3,March,7,3/7/2013
1915,1951,PhD,Married,78939,0,0,12/12/2013 0:00,57,794,115,243,150,0,205,1,8,5,6,3,2013,12,December,12,12/12/2013
4303,1957,PhD,Married,6835,0,1,8/12/2012 0:00,76,107,2,12,2,2,12,0,0,0,1,20,2012,8,August,12,8/12/2012
6825,1953,Graduation,Married,41452,1,1,6/3/2013 0:00,86,13,0,3,0,0,0,1,1,0,2,7,2013,6,June,3,6/3/2013
10736,1971,Graduation,Single,72258,0,1,12/9/2013 0:00,28,522,0,522,227,120,134,2,6,9,5,2,2013,12,December,9,12/9/2013
3194,1974,PhD,Single,71466,0,0,5/4/2014 0:00,86,412,12,546,78,182,0,1,4,4,10,1,2014,5,May,4,5/4/2014
49,1970,Graduation,Single,20587,1,0,11/5/2014 0:00,39,2,3,6,4,1,9,1,1,1,2,7,2014,11,November,5,11/5/2014
6299,1968,PhD,Divorced,42564,0,1,2/1/2013 0:00,28,324,48,186,39,18,198,6,6,8,4,7,2013,2,February,1,2/1/2013
347,1976,Graduation,Divorced,40780,0,1,8/9/2012 0:00,30,229,27,71,13,3,34,4,7,1,5,9,2012,8,August,9,8/9/2012
10446,1957,PhD,Married,82017,0,0,7/11/2012 0:00,58,184,23,446,30,23,23,1,5,4,7,2,2012,7,July,11,7/11/2012
4442,1961,Graduation,Single,46524,0,1,5/4/2013 0:00,70,31,19,35,26,14,52,2,1,1,5,3,2013,5,May,4,5/4/2013
3749,1973,Graduation,Married,73926,0,0,2/3/2013 0:00,54,627,91,597,159,91,15,1,6,5,12,3,2013,2,February,3,2/3/2013
9930,1944,PhD,Single,82716,0,0,5/11/2013 0:00,8,606,148,228,15,148,22,1,6,8,13,2,2013,5,May,11,5/11/2013
3483,1958,Graduation,Married,48192,0,0,6/4/2013 0:00,76,1039,43,204,153,58,29,3,2,8,12,8,2013,6,June,4,6/4/2013
4599,1976,Master,Married,49681,0,2,4/11/2013 0:00,66,411,0,26,0,0,21,6,7,1,7,7,2013,4,April,11,4/11/2013
9145,1972,Graduation,Single,72504,0,1,6/4/2013 0:00,43,604,26,470,123,161,94,2,5,9,6,2,2013,6,June,4,6/4/2013
3732,1955,Master,Married,52750,0,1,4/2/2013 0:00,72,393,0,239,90,69,69,6,5,7,9,4,2013,4,April,2,4/2/2013
11176,1970,PhD,Married,65968,0,1,12/5/2014 0:00,12,376,9,83,19,4,4,2,5,4,7,3,2014,12,December,5,12/5/2014
2986,1976,Graduation,Married,30772,1,1,12/3/2014 0:00,89,7,2,4,2,1,4,1,1,0,2,6,2014,12,December,3,12/3/2014
7034,1978,Second cycle degree,Married,25804,1,0,1/9/2013 0:00,34,8,7,9,13,6,12,2,2,0,3,8,2013,1,January,9,1/9/2013
9493,1980,PhD,Single,76412,0,0,5/5/2013 0:00,15,840,53,804,23,71,17,1,5,4,8,3,2013,5,May,5,5/5/2013
1143,1972,Graduation,Married,22063,1,0,8/8/2013 0:00,43,7,10,13,3,11,11,2,2,0,3,7,2013,8,August,8,8/8/2013
9499,1954,Graduation,Married,93404,1,2,7/5/2013 0:00,97,1279,15,287,20,0,15,3,3,4,7,5,2013,7,July,5,7/5/2013
6768,1962,Graduation,Divorced,37859,1,2,12/1/2013 0:00,75,22,1,8,2,1,2,2,1,0,3,8,2013,12,December,1,12/1/2013
2150,1958,PhD,Widow,80995,0,1,11/5/2013 0:00,83,860,28,409,73,56,56,1,8,9,4,4,2013,11,November,5,11/5/2013
6646,1984,Graduation,Married,16529,1,0,1/3/2014 0:00,23,3,0,5,13,0,1,1,1,0,3,6,2014,1,January,3,1/3/2014
8560,1992,Graduation,Single,48789,0,0,10/9/2012 0:00,94,351,16,156,7,5,145,1,6,4,7,6,2012,10,October,9,10/9/2012
3321,1967,PhD,Married,56575,0,2,5/5/2013 0:00,42,421,5,90,0,16,10,3,7,3,7,5,2013,5,May,5,5/5/2013
11003,1980,Second cycle degree,Married,25130,1,0,2/10/2013 0:00,10,2,5,7,0,18,18,2,2,0,3,7,2013,2,February,10,2/10/2013
10856,1980,Second cycle degree,Single,45889,0,1,2/7/2013 0:00,42,31,0,6,0,1,8,1,1,0,3,6,2013,2,February,7,2/7/2013
4186,1950,Graduation,Married,34026,1,1,5/8/2013 0:00,11,18,6,15,12,8,17,3,2,1,3,5,2013,5,May,8,5/8/2013
3312,1988,Graduation,Single,34176,1,0,12/5/2014 0:00,12,5,7,24,19,14,20,4,3,0,4,6,2014,12,December,5,12/5/2014
11121,1981,Graduation,Married,19419,1,0,10/11/2012 0:00,76,2,14,28,16,3,7,4,4,0,3,9,2012,10,October,11,10/11/2012
10262,1980,Graduation,Married,15072,2,0,10/5/2013 0:00,96,8,2,15,0,10,18,4,3,1,3,5,2013,10,October,5,10/5/2013
9477,1954,PhD,Married,65324,0,1,11/1/2014 0:00,0,384,0,102,21,32,5,3,6,2,9,4,2014,11,November,1,11/1/2014
4856,1957,Second cycle degree,Married,82347,0,0,6/11/2012 0:00,38,556,54,845,202,133,63,1,7,7,10,3,2012,6,June,11,6/11/2012
1456,1979,Graduation,Single,60474,0,1,1/4/2013 0:00,25,265,199,303,234,9,170,7,10,2,12,7,2013,1,January,4,1/4/2013
4877,1973,Master,Married,38576,0,1,4/3/2014 0:00,2,34,0,7,0,0,0,1,1,0,3,7,2014,4,April,3,4/3/2014
3007,1966,Graduation,Married,37758,1,1,4/10/2012 0:00,49,27,2,10,0,0,1,2,1,0,3,8,2012,4,April,10,4/10/2012
1031,1989,Second cycle degree,Married,85710,0,0,5/5/2013 0:00,5,600,20,350,29,30,33,1,6,9,10,2,2013,5,May,5,5/5/2013
9553,1987,Graduation,Married,7500,0,0,9/1/2013 0:00,94,0,2,3,4,1,5,1,0,0,3,6,2013,9,September,1,9/1/2013
4271,1989,Second cycle degree,Married,38683,1,0,4/10/2012 0:00,80,46,35,69,84,41,66,6,4,1,6,7,2012,4,April,10,4/10/2012
2036,1973,PhD,Married,57906,0,1,11/6/2013 0:00,29,243,11,119,10,3,15,3,4,2,8,4,2013,11,November,6,11/6/2013
8687,1978,Graduation,Married,53172,0,1,6/5/2013 0:00,54,121,62,90,68,20,125,3,2,3,8,3,2013,6,June,5,6/5/2013
9353,1959,Graduation,Single,62450,0,1,6/1/2014 0:00,61,515,47,267,62,66,38,2,5,5,4,3,2014,6,June,1,6/1/2014
3623,1976,Graduation,Married,21675,1,0,11/6/2014 0:00,55,4,0,16,17,4,4,3,4,0,3,7,2014,11,November,6,11/6/2014
738,1981,Second cycle degree,Single,42395,1,1,4/4/2014 0:00,35,48,13,57,24,15,25,4,3,1,4,7,2014,4,April,4,4/4/2014
7631,1978,Master,Married,61346,1,0,6/10/2013 0:00,34,562,58,168,43,16,142,1,5,7,10,3,2013,6,June,10,6/10/2013
1446,1956,Master,Single,86424,0,0,5/4/2014 0:00,12,387,68,569,89,45,68,1,6,9,12,1,2014,5,May,4,5/4/2014
8443,1972,Graduation,Single,24762,1,0,10/2/2014 0:00,16,6,10,12,3,15,40,3,3,1,2,8,2014,10,October,2,10/2/2014
5830,1972,PhD,Single,86857,0,0,12/9/2012 0:00,96,899,102,838,133,102,40,1,5,6,10,2,2012,12,December,9,12/9/2012
4597,1970,PhD,Married,82072,0,0,2/7/2013 0:00,67,889,55,685,168,92,129,1,3,2,13,1,2013,2,February,7,2/7/2013
8086,1959,Graduation,Married,42243,1,1,11/12/2013 0:00,34,48,0,2,0,0,5,2,2,0,3,7,2013,11,November,12,11/12/2013
8825,1962,Graduation,Married,51195,1,1,1/4/2013 0:00,46,230,14,156,82,24,58,8,9,2,5,8,2013,1,January,4,1/4/2013
